dataset_name,sample_id,true_label,candidate_index,candidate_label,is_true_candidate,choose_orig,baseline_top1,baseline_margin,entropy,hop2_activation,prompt_count_log1p,base_i,orig_minus_base_i,ours_minus_base_i,orig_minus_ours_i
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-5QrBL6MzLg_60.000_70.000.wav,train horn,13,train,1.0,0.0,0.2478092610836029,0.010551035404205322,0.9995738262557421,1.0,3.6375861597263857,0.2478092610836029,0.20517125725746155,0.10824808478355408,0.09692317247390747
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-5QrBL6MzLg_60.000_70.000.wav,train horn,7,"fire engine, fire truck (siren)",0.0,0.0,0.2478092610836029,0.010551035404205322,0.9995738262557421,1.0,3.6375861597263857,0.23725822567939758,0.0,0.0,0.0
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-5QrBL6MzLg_60.000_70.000.wav,train horn,10,reversing beeps,0.0,0.0,0.2478092610836029,0.010551035404205322,0.9995738262557421,1.0,3.6375861597263857,0.1877865493297577,0.0,0.0,0.0
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-5QrBL6MzLg_60.000_70.000.wav,train horn,15,truck,0.0,0.0,0.2478092610836029,0.010551035404205322,0.9995738262557421,1.0,3.6375861597263857,0.1724596470594406,0.2325107902288437,0.12124265730381012,0.11126813292503357
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-5QrBL6MzLg_60.000_70.000.wav,train horn,14,train horn,1.0,1.0,0.2478092610836029,0.010551035404205322,0.9995738262557421,1.0,3.6375861597263857,0.1525045931339264,0.2049577534198761,0.10672804713249207,0.09822970628738403
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-E0shPRxAbo_30.000_40.000.wav,train horn,13,train,1.0,0.0,0.23837849497795105,0.03293637931346893,0.9997252971483115,1.0,3.9318256327243257,0.23837849497795105,0.21003371477127075,0.11153733730316162,0.09849637746810913
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-E0shPRxAbo_30.000_40.000.wav,train horn,2,bus,0.0,0.0,0.23837849497795105,0.03293637931346893,0.9997252971483115,1.0,3.9318256327243257,0.20544211566448212,0.18208642303943634,0.09743373095989227,0.08465269207954407
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-E0shPRxAbo_30.000_40.000.wav,train horn,7,"fire engine, fire truck (siren)",0.0,0.0,0.23837849497795105,0.03293637931346893,0.9997252971483115,1.0,3.9318256327243257,0.1772984117269516,0.0,0.0,0.0
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-E0shPRxAbo_30.000_40.000.wav,train horn,14,train horn,1.0,1.0,0.23837849497795105,0.03293637931346893,0.9997252971483115,1.0,3.9318256327243257,0.17414623498916626,0.21751505136489868,0.11416089534759521,0.10335415601730347
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-GCwoyCnYsY_0.000_10.000.wav,train horn,13,train,0.0,0.0,0.20868614315986633,0.007151439785957336,0.9996555983170607,1.0,3.988984046564274,0.20868614315986633,0.20290514826774597,0.1104799211025238,0.09242522716522217
dcase,/home/star/zkx/iknow-audio/data/DCASE17-T4/audio/Y-GCwoyCnYsY_0.000_10.000.wav,train horn,14,train horn,1.0,1.0,0.20868614315986633,0.007151439785957336,0.9996555983170607,1.0,3.988984046564274,0.201534703373909,0.24548344314098358,0.13131777942180634,0.11416566371917725
