dataset_name,sample_id,true_label,candidate_index,candidate_label,is_true_candidate,choose_orig,baseline_top1,baseline_margin,entropy,hop2_activation,prompt_count_log1p,base_i,orig_minus_base_i,ours_minus_base_i,orig_minus_ours_i
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100032-A-0.wav,dog,18,dog,1.0,1.0,0.2990286350250244,0.051692113280296326,0.9994908690920855,0.0,4.007333185232471,0.2990286350250244,0.06210064888000488,0.03708261251449585,0.025018036365509033
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100032-A-0.wav,dog,16,crow,0.0,0.0,0.2990286350250244,0.051692113280296326,0.9994908690920855,0.0,4.007333185232471,0.2473365217447281,0.1058507114648819,0.06120990216732025,0.044640809297561646
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100032-A-0.wav,dog,5,cat,0.0,0.0,0.2990286350250244,0.051692113280296326,0.9994908690920855,0.0,4.007333185232471,0.2163458913564682,0.04879434406757355,0.0289929062128067,0.019801437854766846
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100032-A-0.wav,dog,37,rooster,0.0,0.0,0.2990286350250244,0.051692113280296326,0.9994908690920855,0.0,4.007333185232471,0.19095227122306824,0.16326352953910828,0.09205403923988342,0.07120949029922485
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100038-A-14.wav,chirping birds,7,chirping birds,1.0,1.0,0.30728858709335327,0.12296873331069946,0.9981131876242176,0.0,4.143134726391533,0.30728858709335327,0.07365423440933228,0.04461032152175903,0.029043912887573242
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100038-A-14.wav,chirping birds,37,rooster,0.0,0.0,0.30728858709335327,0.12296873331069946,0.9981131876242176,0.0,4.143134726391533,0.1843198537826538,0.0989801287651062,0.057593345642089844,0.04138678312301636
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100038-A-14.wav,chirping birds,25,frog,0.0,0.0,0.30728858709335327,0.12296873331069946,0.9981131876242176,0.0,4.143134726391533,0.12987704575061798,0.1950349062681198,0.10741433501243591,0.0876205712556839
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100038-A-14.wav,chirping birds,16,crow,0.0,0.0,0.30728858709335327,0.12296873331069946,0.9981131876242176,0.0,4.143134726391533,0.11128833889961243,0.2768448293209076,0.15095695853233337,0.12588787078857422
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100038-A-14.wav,chirping birds,30,insects,0.0,0.0,0.30728858709335327,0.12296873331069946,0.9981131876242176,0.0,4.143134726391533,0.10058961063623428,0.35056381672620773,0.18981312960386276,0.16075068712234497
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-A-36.wav,vacuum cleaner,46,vacuum cleaner,1.0,1.0,0.4718162417411804,0.17667073011398315,0.9966817321377651,0.0,4.04305126783455,0.4718162417411804,0.01079985499382019,0.00954204797744751,0.0012578070163726807
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-A-36.wav,vacuum cleaner,47,washing machine,0.0,0.0,0.4718162417411804,0.17667073011398315,0.9966817321377651,0.0,4.04305126783455,0.29514551162719727,0.04438573122024536,0.025191694498062134,0.019194036722183228
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-A-36.wav,vacuum cleaner,22,engine,0.0,0.0,0.4718162417411804,0.17667073011398315,0.9966817321377651,0.0,4.04305126783455,0.2910325825214386,-0.02034860849380493,-0.012872546911239624,-0.007476061582565308
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-A-36.wav,vacuum cleaner,27,hand saw,0.0,0.0,0.4718162417411804,0.17667073011398315,0.9966817321377651,0.0,4.04305126783455,0.22498327493667603,0.08263915777206421,0.04215744137763977,0.04048171639442444
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-A-36.wav,vacuum cleaner,6,chainsaw,0.0,0.0,0.4718162417411804,0.17667073011398315,0.9966817321377651,0.0,4.04305126783455,0.17359741032123566,0.18575023114681244,0.08931858837604523,0.09643164277076721
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-B-36.wav,vacuum cleaner,46,vacuum cleaner,1.0,1.0,0.4899061620235443,0.16479754447937012,0.9970427439374634,0.0,4.07753744390572,0.4899061620235443,0.04345276951789856,0.024375587701797485,0.019077181816101074
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-B-36.wav,vacuum cleaner,22,engine,0.0,0.0,0.4899061620235443,0.16479754447937012,0.9970427439374634,0.0,4.07753744390572,0.3251086175441742,0.014889538288116455,0.009803950786590576,0.005085587501525879
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-B-36.wav,vacuum cleaner,47,washing machine,0.0,0.0,0.4899061620235443,0.16479754447937012,0.9970427439374634,0.0,4.07753744390572,0.2997252941131592,0.07697722315788269,0.03962022066116333,0.03735700249671936
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-B-36.wav,vacuum cleaner,0,airplane,0.0,0.0,0.4899061620235443,0.16479754447937012,0.9970427439374634,0.0,4.07753744390572,0.2380189299583435,0.10866257548332214,0.053674906492233276,0.05498766899108887
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-B-36.wav,vacuum cleaner,27,hand saw,0.0,0.0,0.4899061620235443,0.16479754447937012,0.9970427439374634,0.0,4.07753744390572,0.22512187063694,0.11848999559879303,0.05777381360530853,0.0607161819934845
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-A-19.wav,thunderstorm,43,thunderstorm,1.0,1.0,0.3703639805316925,0.1998300701379776,0.9972019179952295,0.0,3.828641396489095,0.3703639805316925,0.04064071178436279,0.021498292684555054,0.01914241909980774
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-A-19.wav,thunderstorm,8,church bells,0.0,0.0,0.3703639805316925,0.1998300701379776,0.9972019179952295,0.0,3.828641396489095,0.1705339103937149,0.19915549457073212,0.10511423647403717,0.09404125809669495
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-A-19.wav,thunderstorm,36,rain,0.0,0.0,0.3703639805316925,0.1998300701379776,0.9972019179952295,0.0,3.828641396489095,0.14278140664100647,0.21742519736289978,0.11080440878868103,0.10662078857421875
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-B-19.wav,thunderstorm,43,thunderstorm,1.0,1.0,0.36396458745002747,0.19691768288612366,0.9976175185713696,0.0,3.828641396489095,0.36396458745002747,0.05169221758842468,0.027194112539291382,0.0244981050491333
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-B-19.wav,thunderstorm,8,church bells,0.0,0.0,0.36396458745002747,0.19691768288612366,0.9976175185713696,0.0,3.828641396489095,0.1670469045639038,0.18415620923042297,0.09808441996574402,0.08607178926467896
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-B-19.wav,thunderstorm,15,crickets,0.0,0.0,0.36396458745002747,0.19691768288612366,0.9976175185713696,0.0,3.828641396489095,0.1624189168214798,0.12751324474811554,0.06986092031002045,0.05765232443809509
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-B-19.wav,thunderstorm,36,rain,0.0,0.0,0.36396458745002747,0.19691768288612366,0.9976175185713696,0.0,3.828641396489095,0.14691036939620972,0.2406284213066101,0.12307360768318176,0.11755481362342834
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101336-A-30.wav,door wood knock,20,door wood knock,1.0,0.0,0.4016636908054352,0.19267840683460236,0.9969371216915935,1.0,3.3672958299864737,0.4016636908054352,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101336-A-30.wav,door wood knock,19,door wood creaks,0.0,0.0,0.4016636908054352,0.19267840683460236,0.9969371216915935,1.0,3.3672958299864737,0.20898528397083282,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101336-A-30.wav,door wood knock,24,footsteps,0.0,0.0,0.4016636908054352,0.19267840683460236,0.9969371216915935,1.0,3.3672958299864737,0.16555602848529816,0.22928710281848907,0.11384455859661102,0.11544254422187805
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101336-A-30.wav,door wood knock,25,frog,0.0,0.0,0.4016636908054352,0.19267840683460236,0.9969371216915935,1.0,3.3672958299864737,0.1451682150363922,0.19776692986488342,0.10105815529823303,0.09670877456665039
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101404-A-34.wav,can opening,3,can opening,1.0,1.0,0.24566078186035156,0.08477625250816345,0.9993649519686783,1.0,3.784189633918261,0.24566078186035156,0.12483328580856323,0.07413056492805481,0.05070272088050842
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101404-A-34.wav,can opening,35,pouring water,0.0,0.0,0.24566078186035156,0.08477625250816345,0.9993649519686783,1.0,3.784189633918261,0.1608845293521881,0.00019979476928710938,0.0033622533082962036,-0.0031624585390090942
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101404-A-34.wav,can opening,48,water drops,0.0,0.0,0.24566078186035156,0.08477625250816345,0.9993649519686783,1.0,3.784189633918261,0.15997368097305298,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101404-A-34.wav,can opening,14,crackling fire,0.0,0.0,0.24566078186035156,0.08477625250816345,0.9993649519686783,1.0,3.784189633918261,0.15114353597164154,0.056495025753974915,0.037229254841804504,0.01926577091217041
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101404-A-34.wav,can opening,23,fireworks,0.0,0.0,0.24566078186035156,0.08477625250816345,0.9993649519686783,1.0,3.784189633918261,0.10788685083389282,0.13144361972808838,0.07576073706150055,0.05568288266658783
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103298-A-9.wav,crow,7,chirping birds,0.0,0.0,0.2827828526496887,0.017889827489852905,0.9997740344819597,0.0,4.174387269895637,0.2827828526496887,0.12176039814949036,0.07126981019973755,0.05049058794975281
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103298-A-9.wav,crow,25,frog,0.0,0.0,0.2827828526496887,0.017889827489852905,0.9997740344819597,0.0,4.174387269895637,0.2648930251598358,0.08466514945030212,0.05015575885772705,0.03450939059257507
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103298-A-9.wav,crow,16,crow,1.0,1.0,0.2827828526496887,0.017889827489852905,0.9997740344819597,0.0,4.174387269895637,0.2306385040283203,0.2610156238079071,0.14526396989822388,0.11575165390968323
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103298-A-9.wav,crow,37,rooster,0.0,0.0,0.2827828526496887,0.017889827489852905,0.9997740344819597,0.0,4.174387269895637,0.2233371138572693,0.3123016953468323,0.17319858074188232,0.13910311460494995
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103995-A-30.wav,door wood knock,20,door wood knock,1.0,0.0,0.40203115344047546,0.19204255938529968,0.9953557507593903,1.0,3.4965075614664802,0.40203115344047546,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103995-A-30.wav,door wood knock,19,door wood creaks,0.0,0.0,0.40203115344047546,0.19204255938529968,0.9953557507593903,1.0,3.4965075614664802,0.20998859405517578,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103995-A-30.wav,door wood knock,25,frog,0.0,0.0,0.40203115344047546,0.19204255938529968,0.9953557507593903,1.0,3.4965075614664802,0.11858762800693512,0.11811462044715881,0.06206287443637848,0.056051746010780334
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103995-A-30.wav,door wood knock,31,keyboard typing,0.0,0.0,0.40203115344047546,0.19204255938529968,0.9953557507593903,1.0,3.4965075614664802,0.07226990163326263,0.13614092767238617,0.07085810601711273,0.06528282165527344
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103999-A-30.wav,door wood knock,20,door wood knock,1.0,0.0,0.41706204414367676,0.19131574034690857,0.9953261972698376,1.0,3.4657359027997265,0.41706204414367676,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103999-A-30.wav,door wood knock,19,door wood creaks,0.0,0.0,0.41706204414367676,0.19131574034690857,0.9953261972698376,1.0,3.4657359027997265,0.2257463037967682,0.0,0.0,0.0
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103999-A-30.wav,door wood knock,25,frog,0.0,0.0,0.41706204414367676,0.19131574034690857,0.9953261972698376,1.0,3.4657359027997265,0.16133525967597961,0.09651154279708862,0.05086199939250946,0.04564954340457916
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103999-A-30.wav,door wood knock,11,clock tick,0.0,0.0,0.41706204414367676,0.19131574034690857,0.9953261972698376,1.0,3.4657359027997265,0.11709180474281311,0.10434621572494507,0.054226845502853394,0.050119370222091675
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103999-A-30.wav,door wood knock,33,mouse click,0.0,0.0,0.41706204414367676,0.19131574034690857,0.9953261972698376,1.0,3.4657359027997265,0.08158502727746964,0.1857062503695488,0.09353827685117722,0.09216797351837158
