dataset_name,sample_id,true_label,baseline_top1,baseline_margin,entropy,hop2_activation,prompt_count_log1p,oracle_choose_orig_ratio,key_candidate_count
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100032-A-0.wav,dog,0.2990286350250244,0.051692113280296326,0.9994908690920855,0.0,4.007333185232471,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100038-A-14.wav,chirping birds,0.30728858709335327,0.12296873331069946,0.9981131876242176,0.0,4.143134726391533,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-A-36.wav,vacuum cleaner,0.4718162417411804,0.17667073011398315,0.9966817321377651,0.0,4.04305126783455,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-100210-B-36.wav,vacuum cleaner,0.4899061620235443,0.16479754447937012,0.9970427439374634,0.0,4.07753744390572,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-A-19.wav,thunderstorm,0.3703639805316925,0.1998300701379776,0.9972019179952295,0.0,3.828641396489095,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101296-B-19.wav,thunderstorm,0.36396458745002747,0.19691768288612366,0.9976175185713696,0.0,3.828641396489095,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101336-A-30.wav,door wood knock,0.4016636908054352,0.19267840683460236,0.9969371216915935,1.0,3.3672958299864737,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-101404-A-34.wav,can opening,0.24566078186035156,0.08477625250816345,0.9993649519686783,1.0,3.784189633918261,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103298-A-9.wav,crow,0.2827828526496887,0.017889827489852905,0.9997740344819597,0.0,4.174387269895637,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103995-A-30.wav,door wood knock,0.40203115344047546,0.19204255938529968,0.9953557507593903,1.0,3.4965075614664802,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-103999-A-30.wav,door wood knock,0.41706204414367676,0.19131574034690857,0.9953261972698376,1.0,3.4657359027997265,0.0,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-104089-A-22.wav,clapping,0.4057266414165497,0.24023717641830444,0.9964405638119921,0.0,3.828641396489095,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-104089-B-22.wav,clapping,0.40326446294784546,0.2066413164138794,0.9971398482602792,1.0,5.099866427824198,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-105224-A-22.wav,clapping,0.35207095742225647,0.1695014089345932,0.9979617908005444,1.0,5.099866427824198,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-110389-A-0.wav,dog,0.3079109191894531,0.0946756899356842,0.999293179208336,1.0,4.624972813284271,0.6,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-110537-A-22.wav,clapping,0.30187350511550903,0.1391126811504364,0.9986939618387096,1.0,4.605170185988091,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115521-A-19.wav,thunderstorm,0.36319082975387573,0.2192392349243164,0.9971711794033389,1.0,3.4339872044851463,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115545-A-48.wav,fireworks,0.48928284645080566,0.21190762519836426,0.9962808712719532,1.0,3.6888794541139363,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115545-B-48.wav,fireworks,0.4768293499946594,0.31810063123703003,0.9941380581071457,1.0,3.6888794541139363,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115545-C-48.wav,fireworks,0.44001197814941406,0.2201332300901413,0.9962885744371499,0.0,3.988984046564274,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115546-A-48.wav,fireworks,0.44642502069473267,0.22360911965370178,0.9963456074871638,0.0,3.988984046564274,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115920-A-22.wav,clapping,0.3919772505760193,0.23695500195026398,0.9963013142872829,1.0,4.5217885770490405,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115920-B-22.wav,clapping,0.28489041328430176,0.1488649845123291,0.998638928648891,0.0,3.828641396489095,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-115921-A-22.wav,clapping,0.3073360323905945,0.1711866706609726,0.9980740792470653,0.0,3.828641396489095,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-116765-A-41.wav,chainsaw,0.4926902651786804,0.11554640531539917,0.9962856857502012,1.0,4.787491742782046,0.4,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-11687-A-47.wav,airplane,0.37123286724090576,0.1306838095188141,0.9985682669219907,0.0,3.988984046564274,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-118206-A-31.wav,mouse click,0.40565621852874756,0.07663872838020325,0.9985487127334145,0.0,3.951243718581427,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-118559-A-17.wav,pouring water,0.38774001598358154,0.060073912143707275,0.998012602063284,1.0,3.4965075614664802,0.0,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-119125-A-45.wav,train,0.34901872277259827,0.19460994005203247,0.9975489307735607,0.0,3.8501476017100584,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-121951-A-8.wav,sheep,0.3924129903316498,0.11796757578849792,0.9981616286822813,0.0,3.988984046564274,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-12653-A-15.wav,water drops,0.3469827175140381,0.06963953375816345,0.9980522289227093,1.0,3.7612001156935624,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-12654-A-15.wav,water drops,0.42569559812545776,0.11196395754814148,0.9960187414485777,1.0,3.58351893845611,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-12654-B-15.wav,water drops,0.39124247431755066,0.09948462247848511,0.9974061259418376,1.0,3.737669618283368,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-13571-A-46.wav,church bells,0.5062069892883301,0.3253256678581238,0.9919290273492052,0.0,4.04305126783455,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-13572-A-46.wav,church bells,0.4406803846359253,0.3069370687007904,0.9915579421796343,0.0,4.025351690735149,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-13613-A-37.wav,clock alarm,0.4563590884208679,0.23602357506752014,0.9952510173402739,0.0,4.04305126783455,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-137-A-32.wav,keyboard typing,0.36785605549812317,0.22836875915527344,0.9942650121950987,0.0,3.8918202981106265,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-137296-A-16.wav,wind,0.40164297819137573,0.03561556339263916,0.9989789048820907,1.0,3.4339872044851463,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-14262-A-37.wav,clock alarm,0.35237741470336914,0.1803051382303238,0.9959943727817536,0.0,4.060443010546419,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-155858-A-25.wav,footsteps,0.3614221215248108,0.11647340655326843,0.9977006238728184,1.0,3.737669618283368,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-155858-B-25.wav,footsteps,0.3576345443725586,0.19832578301429749,0.9972753202712863,1.0,3.737669618283368,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-155858-C-25.wav,footsteps,0.33491969108581543,0.19651995599269867,0.9972513219489427,1.0,3.737669618283368,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-155858-D-25.wav,footsteps,0.3304747939109802,0.14013585448265076,0.9979154977404682,1.0,3.58351893845611,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-155858-E-25.wav,footsteps,0.3605771064758301,0.20627911388874054,0.9969156417117182,1.0,3.58351893845611,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-155858-F-25.wav,footsteps,0.3593217432498932,0.18736958503723145,0.9971854006313943,0.0,3.912023005428146,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-15689-A-4.wav,frog,0.4306871294975281,0.18239104747772217,0.9975724106136313,0.0,4.0943445622221,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-15689-B-4.wav,frog,0.4120028614997864,0.18509125709533691,0.9975292284471923,0.0,4.0943445622221,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-160563-A-48.wav,fireworks,0.4511409401893616,0.24676206707954407,0.9943173048357608,0.0,4.1588830833596715,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-160563-B-48.wav,fireworks,0.4681898057460785,0.27178359031677246,0.9942367919456763,0.0,4.07753744390572,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-16568-A-3.wav,cow,0.24568793177604675,0.003925874829292297,0.9996350071639388,0.0,3.8918202981106265,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-16746-A-15.wav,water drops,0.3006318509578705,0.016180485486984253,0.9974481970748349,1.0,3.6635616461296463,0.0,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17092-A-27.wav,brushing teeth,0.5334595441818237,0.3199974000453949,0.9938057850391427,1.0,3.7135720667043075,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17092-B-27.wav,brushing teeth,0.49766626954078674,0.19565042853355408,0.9965978861473551,1.0,3.6109179126442243,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17124-A-43.wav,car horn,0.36648425459861755,0.20782774686813354,0.9971781418795743,0.0,3.988984046564274,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17150-A-12.wav,crackling fire,0.3887026011943817,0.07391947507858276,0.9992594778606007,1.0,4.897839799950911,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-172649-A-40.wav,helicopter,0.3292315602302551,0.028497517108917236,0.9999406154293379,0.0,4.007333185232471,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-172649-B-40.wav,helicopter,0.3137222230434418,0.015078991651535034,0.9999179503471246,0.0,4.007333185232471,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-172649-C-40.wav,helicopter,0.46087774634361267,0.10641008615493774,0.9991088217258886,0.0,4.07753744390572,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-172649-D-40.wav,helicopter,0.4061867594718933,0.053515493869781494,0.9992877721789192,0.0,4.060443010546419,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-172649-E-40.wav,helicopter,0.49023574590682983,0.13787943124771118,0.9974812318025053,0.0,4.07753744390572,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-172649-F-40.wav,helicopter,0.38767558336257935,0.04276886582374573,0.998641298853567,0.0,4.007333185232471,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17295-A-29.wav,drinking sipping,0.458865761756897,0.1869204342365265,0.9972844307455093,1.0,4.672828834461906,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17367-A-10.wav,rain,0.3684592545032501,0.018274813890457153,0.9972319158981588,1.0,3.6375861597263857,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17565-A-12.wav,crackling fire,0.4465959072113037,0.15867507457733154,0.9976107042329264,1.0,3.3672958299864737,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17585-A-7.wav,insects,0.33335331082344055,0.03358197212219238,0.9990683060397099,0.0,4.1588830833596715,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17742-A-12.wav,crackling fire,0.44373202323913574,0.1663079857826233,0.9980657835306995,1.0,3.8501476017100584,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17808-A-12.wav,crackling fire,0.4397122263908386,0.12097418308258057,0.9983136180571235,1.0,3.4965075614664802,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17808-B-12.wav,crackling fire,0.40869078040122986,0.17296096682548523,0.9978356514704487,0.0,3.988984046564274,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-1791-A-26.wav,laughing,0.448903888463974,0.16363024711608887,0.9981901452072883,1.0,5.5053315359323625,0.4,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-17970-A-4.wav,frog,0.39890629053115845,0.17991521954536438,0.9978373550550595,0.0,4.0943445622221,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18074-A-6.wav,hen,0.4261004328727722,0.24270854890346527,0.9961121423265875,0.0,4.025351690735149,0.0,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18074-B-6.wav,hen,0.4349782466888428,0.2524408847093582,0.9962479846820751,0.0,4.04305126783455,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-181071-A-40.wav,helicopter,0.5213927030563354,0.1681739091873169,0.9965931457380033,0.0,4.07753744390572,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-181071-B-40.wav,helicopter,0.5173376798629761,0.12871330976486206,0.9971336264730051,0.0,4.0943445622221,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18527-A-44.wav,engine,0.3015002906322479,0.05750130116939545,0.9995273109889775,0.0,4.025351690735149,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18527-B-44.wav,engine,0.2948410212993622,0.03581416606903076,0.9990700836932168,0.0,3.8918202981106265,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18631-A-23.wav,breathing,0.4420524835586548,0.23624545335769653,0.9960422953575445,0.0,3.951243718581427,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18655-A-31.wav,mouse click,0.38298410177230835,0.16714109480381012,0.9963010180116983,0.0,3.8918202981106265,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-187207-A-20.wav,crying baby,0.29040998220443726,0.006119340658187866,0.998610930606157,1.0,3.6888794541139363,0.0,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18755-A-4.wav,frog,0.4649350643157959,0.22457726299762726,0.9970104498987542,0.0,4.0943445622221,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18755-B-4.wav,frog,0.4787479341030121,0.22077158093452454,0.9969358625203595,0.0,3.988984046564274,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18757-A-4.wav,frog,0.4603331685066223,0.2496025264263153,0.9964525629731639,0.0,4.007333185232471,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-18810-A-49.wav,hand saw,0.35775554180145264,0.03774672746658325,0.9983364312771291,1.0,3.8712010109078907,0.2,3
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-19026-A-43.wav,car horn,0.40142104029655457,0.21546530723571777,0.9957589818298781,1.0,3.784189633918261,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-19111-A-24.wav,coughing,0.3644441068172455,0.09098455309867859,0.9981874046581317,1.0,5.47646355193151,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-19118-A-24.wav,coughing,0.40346112847328186,0.059605687856674194,0.9982335495804158,1.0,5.7899601708972535,0.2,4
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-19501-A-7.wav,insects,0.3309493660926819,0.010368198156356812,0.9997748492398171,0.0,4.1588830833596715,0.2,5
esc50,/home/star/zkx/CLAP/data/ESC-50/audio/1-196660-A-8.wav,sheep,0.5455499887466431,0.16991084814071655,0.996576628374168,0.0,3.912023005428146,0.2,3
